,Year,Panel,Category,Proposal,Project,Role,FirstName,Initials,Surname,Gender
1495,2013,EEB,STD,13-UOC-038,The strategies by which miniature predators use highly structured working memory,PI,Robert,RR,Jackson,M
1640,2013,ESA,STD,13-VUW-112,Drilling back to the Pliocene in search of Earth's future high-tide,AI,Robert,RM,McKay,M
1658,2013,ESA,FS,13-UOC-003,A liquefiable bowl of jelly: understanding the seismic response of a soft and saturated sedimentary basin in the Canterbury earthquakes,AI,Robert,RW,Graves,M
1661,2013,ESA,FS,13-UOO-189,"Windows onto warmer worlds: sea ice, nutrient utilisation, and primary production on the Wilkes Land margin, Antarctica",AI,Robert,RJ,Van Hale,M
1849,2014,EEB,STD,14-UOO-029,Making war or babies: division of labour and social evolution in parasites,PI,Robert,R,Poulin,M
1993,2014,MIS,STD,14-MAU-101,Geometric numerical integration: new structures and applications,PI,Robert,RI,McLachlan,M
2054,2014,SOC,STD,14-UOW-004,"Te Mauria Whiritoi: the sky as a cultural resource - Maori astronomy, ritual and ecological knowledge",AI,Robert,R,Hannah,M
2244,2015,ESA,STD,15-VUW-131,Predicting a sea change: Antarctic ice-ocean interactions in a warming world,AI,Robert,RB,Dunbar,M
2246,2015,ESA,STD,15-VUW-131,Predicting a sea change: Antarctic ice-ocean interactions in a warming world,PI,Robert,RM,McKay,M
2424,2016,EEB,STD,16-UOO-152,Parasitic Puppeteers - How do They Pull the Strings?,AI,Robert,R,Poulin,M
2425,2016,EEB,STD,16-UOO-152,Parasitic Puppeteers - How do They Pull the Strings?,AI,Robert,RC,Day,M
2474,2016,EHB,FS,16-UOA-119,Implicit Language Aptitude: How to Learn a Second Language Unconsciously,AI,Robert,R,DeKeyser,M
2634,2016,SOC,STD,16-UOA-225,"Māori, Pasifika Youth and Justice: International Comparisons",PI,Robert,RD,Webb,M
2735,2017,CMP,FS,17-UOO-257,CRISPR-Cas immunity in cyanobacteria,PI,Robert,RD,Fagerlund,M
2765,2017,EEB,STD,17-UOO-001,Microbes at the helm: are microbiomes shaping parasite phenotypes?,PI,Robert,R,Poulin,M
2806,2017,EHB,STD,17-UOO-173,The Secret Life of Traumatic Memories,AI,Robert,RA,Nash,M
3069,2017,SOC,FS,17-MAU-064,Multiple coincidences: Cuban medical cooperation in the Pacific,AI,Robert,R,Huish,M
1732,2013,PCB,STD,13-UOO-004,"Designer spin crossover: towards nanoswitches, sensors and displays",AI,Roberta,R,Sessoli,F
672,2010,CMP,STD,10-UOW-091,A new mechanism for post-transcriptional regulation in prokaryotes,PI,Roberto,R,Colangeli,M
451,2009,ESA,STD,09-NIW-005,Double diffusion generated by vertical ice walls,AI,Robin,R,Robertson,M
897,2010,SOC,STD,10-MAU-157,Multi storey living with kids in mind: constraints and opportunities for children's mobility and development in the context of competing discourses of safety and independence,PI,Robin,RA,Kearns,M
2344,2015,SOC,FS,15-LCR-008,"Climate change and globalisation: long-distance relationship or ""double exposure""?",AI,Robin,RM,Leichenko,M
1085,2011,ESA,FS,11-BDS-001,How do sulfate aerosols get in the stratosphere?,AI,Robyn,R,Schofield,F
1553,2013,EHB,STD,13-VUW-077,How is overgeneral memory related to the development of psychopathology in young people?,AI,Robyn,R,Fivush,F
494,2009,HUM,STD,09-VUW-011,The morphology of current English,PI,Rochelle,R,Lieber,F
508,2009,MIS,STD,09-UOA-022,Degenerate operators,AI,Rod,AR,Gover,M
848,2010,MIS,STD,10-UOA-113,The conformal geometry of submanifolds and natural PDE,PI,Rod,AR,Gover,M
927,2011,BMS,STD,11-UOA-200,New roles for a neuronal serpin in the human immune system,AI,Rod,PR,Dunbar,M
1687,2013,MIS,STD,13-UOA-018,New directions at the geometry-analysis frontier,PI,Rod,AR,Gover,M
2079,2015,BMS,STD,15-UOA-218,"Immune cell migration: a new role for a ""clot busting"" enzyme",AI,Rod,PR,Dunbar,M
2576,2016,MIS,STD,16-UOA-051,Geometric structures critical for analysis and physical theories,PI,Rod,AR,Gover,M
1356,2012,MIS,STD,12-VUW-060,"Algorithmic randomness, computation and complexity",PI,Rodney,RG,Downey,M
2590,2016,MIS,STD,16-VUW-131,The Mathematics of Computation,PI,Rodney,RG,Downey,M
555,2009,PSE,STD,09-UOC-085,Spin crossover driven molecular switches triggered by external stimuli: toward spin-switching chemosensors,AI,Rodolphe,R,Clerac,M
1733,2013,PCB,STD,13-UOO-004,"Designer spin crossover: towards nanoswitches, sensors and displays",AI,Rodolphe,R,Clerac,M
2029,2014,PCB,STD,14-UOC-007,Light switchable functional metal-organic cages,AI,Rodolphe,R,Clerac,M
548,2009,PSE,STD,09-UOC-012,Probing metal oxide surfaces: investigating the origins of electron accumulation,PI,Roger,RJ,Reeves,M
552,2009,PSE,STD,09-UOC-080,Probing the structure and femtosecond dynamics of excited states of lanthanide phosphor materials,AI,Roger,RJ,Reeves,M
569,2009,PSE,FS,09-GNS-014,Revealing the role of surface states in PbSe nanocrystals,AI,Roger,RJ,Reeves,M
759,2010,EIS,FS,10-UOA-005,Developing a quantitative model library to investigate endothelial cell nitric oxide signalling as an integrated network,AI,Roger,RD,Kamm,M
2104,2015,CMP,STD,15-UOA-105,Probing the protein membrane interface of an oncogenic cell signalling system,AI,Roger,RL,Williams,M
2723,2017,CMP,STD,17-UOO-089,Lost in translation: Discovering how plant genes are regulated,AI,Roger,RP,Hellens,M
3003,2017,PCB,STD,17-VUW-083,Supercharging electromagnetism: Tuneable magnetoelectricity in unconventional materials,AI,Roland,R,Winkler,M
612,2009,SOC,STD,09-UOW-072,APAKURA: the Maori way of death,AI,Rolinda,R,Karapu,F
1836,2014,EEB,STD,14-MAU-007,When genomes collide: how allopolyploids respond to genome shock,AI,Romain,R,Koszul,M
2657,2016,SOC,FS,16-MAU-097,Hearing the Difference: New Strategies for Listening in Contemporary Politics,AI,Romand,R,Coles,M
1485,2013,EEB,STD,13-AGR-011,The writing is on the wall: elucidating the deep evolutionary links between cell wall synthesis in bacteria and methanogenic archaea,PI,Ron,RS,Ronimus,M
1578,2013,EIS,STD,13-UOC-076,Graphene supercapacitors: transforming energy storage solutions,PI,Ronald,WR,Fawcett,M
1044,2011,EIS,FS,11-UOC-105,"Self-propelling, coalescing droplets",AI,Rosalind,RA,Archer,M
2560,2016,HUM,STD,16-VUW-057,'Woe is me': women and complaint in the English Renaissance,AI,Rosalind,RL,Smith,M
2905,2017,ESA,FS,17-GNS-022,Probing the crust with zircon; a new pathfinder for mineral deposition?,PI,Rose,RE,Turnbull,F
2700,2017,BMS,FS,17-UOO-239,The neurobiology of maternal behaviour - dissecting the role of prolactin in the medial preoptic area,PI,Rosemary,RSE,Brown,F
314,2009,CMP,STD,09-AGR-029,Breaking the mould: a novel mechanism of hyphal growth in fungal symbionts of grasses,AI,Rosie,R,Bradshaw,F
2355,2016,BMS,STD,16-UOA-016,PilVax: a novel peptide delivery strategy for the development of vaccines,AI,Roslyn,RA,Kemp,F
81,2008,EEB,STD,08-UOC-023,The dynamics of spatially compressed food webs,AI,Ross,RM,Thompson,M
454,2009,ESA,STD,09-UOO-078,Solving the mystery of sustained ocean fertility at the Subantarctic Front. Seismic oceanography gives us the means,AI,Ross,MR,Vennell,M
1281,2012,EIS,STD,12-UOO-101,A scaling law for a renewable energy resource: is gigawatt output from tidal turbine farms realistic?,PI,Ross,MR,Vennell,M
1783,2014,BMS,STD,14-MAU-053,"Characterising ribosomal RNA gene activation, a novel Achilles heel of cancer",AI,Ross,RD,Hannan,M
46,2008,CMP,STD,08-UOW-057,New approaches to uncouple thermoactivity from thermostability in enzymes,PI,Roy,RM,Daniel,M
545,2009,PSE,STD,09-UOC-012,Probing metal oxide surfaces: investigating the origins of electron accumulation,AI,Roy,RC,Clarke,M
1565,2013,EIS,STD,13-MAU-116,No longer lost in recognition: development of novel large-vocabulary continuous speech recognition techniques,PI,Ruili,R,Wang,M
777,2010,ESA,STD,10-GNS-011,"Deep Fault Drilling Project: Physical properties and ambient conditions within the active Alpine Fault plate boundary in central South Island, New Zealand",PI,Rupert,R,Sutherland,M
2491,2016,EIS,STD,16-UOA-296,New Optical Sensors for Geophysical Applications,AI,Rupert,R,Sutherland,M
2532,2016,ESA,FS,16-GNS-006,Exposing New Zealand's hidden faults: Strain distribution across the South Island's faulted crust,AI,Russ,RJ,van Dissen,M
387,2009,EEB,STD,09-UOA-121,Does complex tool manufacture require specific cognitive and neural adaptations?,PI,Russell,RD,Gray,M
455,2009,ESA,STD,09-UOO-078,Solving the mystery of sustained ocean fertility at the Subantarctic Front. Seismic oceanography gives us the means,AI,Russell,RD,Frew,M
700,2010,EEB,STD,10-UOO-078,Does bioaccumulation of iron by seabirds enhance productivity around sub-Antarctic Islands?,PI,Russell,RD,Frew,M
980,2011,EEB,STD,11-UOA-239,The cultural evolution of religion,PI,Russell,RD,Gray,M
1095,2011,ESA,FS,11-UOO-195,The winds of change: evaluating New Zealand’s hydrologic response to changing Southern Hemisphere westerly winds,AI,Russell,RD,Frew,M
1235,2012,EEB,STD,12-UOA-249,The genetics of complex cognition,AI,Russell,RD,Gray,M
1492,2013,EEB,STD,13-UOA-121,"Tongues, trees and Bayesian inference: towards a global language phylogeny",AI,Russell,RD,Gray,M
1965,2014,ESA,FS,14-UOW-025,The terrestrial carbon cycle in transition: tracking changes using novel tracers on multiple timescales,AI,Russell,RN,Drysdale,M
2817,2017,EHB,FS,17-UOO-020,Searching for a human sensory ‘fingerprint’ – a personalised index of hedonic eating,AI,Russell,RSJ,Keast,M
299,2009,BMS,STD,09-UOO-182,The transcription factor code: maintaining neuronal identity and function in the adult brain,PI,Ruth,RM,Empson,F
906,2010,SOC,STD,10-UOO-013,"Troubling ‘choice’. Exploring and explaining techniques of moral reasoning for people living at the intersection of reproductive technologies, genetics, and disability",PI,Ruth,RP,Fitzgerald,F
1384,2012,PCB,FS,12-IRL-007,Imaging of magnetic vortex pinning in high temperature superconductors,PI,Ruth,R,Knibbe,F
1804,2014,BMS,STD,14-UOO-262,Mapping neuroplasticity in the brain,PI,Ruth,RM,Empson,F
1829,2014,CMP,STD,14-UOO-235,"Memory impairments after stroke, a stressful condition",AI,Ruth,RM,Empson,F
2272,2015,HUM,FS,15-UOO-171,The ethics of research on clinical data and tissue without explicit patient consent,AI,Ruth,R,Faden,F
2433,2016,EEB,STD,16-VUW-002,From parasitism to mutualism: symbiosis interaction states and the adaptability of reef corals to climate change,AI,Ruth,RD,Gates,F
1670,2013,ESA,FS,13-VUW-175,Improving ice core records: understanding the link between rapid changes of greenhouse gases and temperature,PI,Ruzica,R,Dadic,F
2465,2016,EHB,STD,16-UOA-239,New Methods of Panel Data Forecasting Applied to New Zealand’s Property Market,PI,Ryan,RT,Greenaway-McGrevy,M
2478,2016,EHB,FS,16-UOW-061,While you were sleeping: Nap-dependent emotional memory processing in infants,PI,Sabine,S,Seehagen,F
2733,2017,CMP,FS,17-UOO-211,Capturing the growth of a destructive ubiquitin chain,AI,Sachdev,SS,Sidhu,M
1708,2013,MIS,FS,13-VUW-107,Model theoretic techniques in Banach spaces and combinatorics,AI,Saharon,S,Shelah,M
2971,2017,MIS,STD,17-VUW-090,Uncountable structures and effective properties,AI,Saharon,S,Shelah,M
2503,2016,EIS,FS,16-UOA-318,New Phosphors for White Light Emitting Diodes (LEDs),PI,Saifang,SF,Huang,M
225,2008,PSE,STD,08-UOO-004,"Designer dimetallic spin crossover complexes: developing tuneability, cooperativity and hierarchical organisation",PI,Sally,SA,Brooker,F
1734,2013,PCB,STD,13-UOO-004,"Designer spin crossover: towards nanoswitches, sensors and displays",PI,Sally,SA,Brooker,F
2683,2017,BMS,STD,17-UOO-081,New players in protein recycling,PI,Sally,SPA,McCormick,F
1316,2012,ESA,STD,12-NIW-006,Investigating the role of ozone in New Zealand and Southern Hemisphere climate change,AI,Samuel,SM,Dean,M
1921,2014,ESA,STD,14-BDS-001,The permeability of the Antarctic vortex,AI,Samuel,SM,Dean,M
1953,2014,ESA,STD,14-VUW-090,Swings and roundabouts? What drives opposing trends in sea ice between the Ross and Amundsen Seas?,PI,Samuel,SM,Dean,M
1630,2013,ESA,STD,13-VUW-101,Locked and loaded? Effects of deep seismic and aseismic deformation on Alpine Fault earthquakes,AI,Sandra,SEG,Bourguignon,F
2347,2015,SOC,FS,15-UOA-168,Resettled but not reunited: refugees and transnational belonging through digital media,AI,Sandra,SM,Gifford,F
3012,2017,SOC,STD,17-MAU-028,What counts as consent? Sexuality and ethical deliberation in residential aged care,AI,Sandra,SM,McDonald,F
2216,2015,ESA,STD,15-GNS-012,Is the Southern Ocean carbon sink sinking? Using records of atmospheric radiocarbon to characterise the response of the Southern Ocean to climate change,PI,Sara,SE,Mikaloff-Fletcher,F
2920,2017,ESA,FS,17-NIW-022,Where is the missing CO2? A novel multi-species approach to trace the fate of atmospheric CO2.,AI,Sara,SE,Mikaloff-Fletcher,F
780,2010,ESA,STD,10-GNS-023,Shedding light on a fundamental geochemical process: Synchrotron investigation of geomicrobiological controls on metal and metalloid ion immobilisation,AI,Sarah,SL,Harmer,F
950,2011,CMP,STD,11-UOO-027,Linking cell division with differentiation: is stem cell fate sealed by cohesin?,AI,Sarah,SL,Young,F
2561,2016,HUM,STD,16-VUW-057,'Woe is me': women and complaint in the English Renaissance,PI,Sarah,SCE,Ross,F
3059,2017,SOC,STD,17-UOO-207,"Eviction and its consequences: representation, discourse and reality",AI,Sarah,SP,Bierre,F
2674,2017,BMS,STD,17-UOA-206,Defending blood flow to the Selfish Brain,AI,Sarah-Jane,S,Guild,F
2186,2015,EHB,FS,15-VUW-015,Searching for a shared world: the integration of prosody and word ordering in cross-linguistic speech perception,PI,Sasha,SA,Calhoun,F
2505,2016,EIS,FS,16-UOC-057,Brain inspired on-chip computation using self-assembled nanoparticles,PI,Saurabh,SK,Bose,M
690,2010,EEB,STD,10-MAU-096,From genomics to properties of the last Eukaryote common ancestor,AI,Scott,SW,Roy,M
1388,2012,PCB,FS,12-UOW-007,Photodissociation of nitrous oxide in the atmosphere,AI,Scott,SH,Kable,M
1575,2013,EIS,STD,13-UOC-076,Graphene supercapacitors: transforming energy storage solutions,AI,Scott,SW,Donne,M
1723,2013,PCB,STD,13-UOA-031,New directions in the quantum theory of photo-emissive sources,AI,Scott,AS,Parkins,M
1726,2013,PCB,STD,13-UOA-045,Anderson localisation of matter waves in programmable potentials,AI,Scott,AS,Parkins,M
2194,2015,EIS,STD,15-UOA-032,A human neural chip platform for in vitro neuroscientific discovery,AI,Scott,ES,Graham,M
2233,2015,ESA,STD,15-UOA-265,Putting the Pacific Ocean to the litmus test: resolving a multi-millennial record of ocean pH from corals with the boron isotope proxy,AI,Scott,SG,Smithers,M
2958,2017,MIS,STD,17-UOA-148,Free Analysis and its Applications,AI,Scott,SA,McCullough,M
1069,2011,ESA,STD,11-UOO-045,Episodic creep at the brittle-ductile transition during the seismic cycle of great earthquakes,AI,Sean,SJ,Fitzsimons,M
1180,2011,SOC,STD,11-VUW-009,REDD and the new political ecology of forest protection in Indonesia,AI,Sean,SA,Weaver,M
1607,2013,ESA,STD,13-GNS-016,"New Zealand's stormy past: resolving changes in South Island precipitation under varying influence of tropical and polar forcing over the past 17,000 years",AI,Sean,SJ,Fitzsimons,M
1832,2014,CMP,FS,14-VUW-137,Metagenome mining for new bioactive natural products within New Zealand's terrestrial and marine microbial communities,AI,Sean,SF,Brady,M
196,2008,MIS,STD,08-MAU-095,Cardinality constraints for XML: challenging the trade-off between expressiveness and tractability,PI,Sebastian,SL,Link,M
1131,2011,MIS,STD,11-VUW-135,Constraints on SQL data: foundations for a data-intensive society,PI,Sebastian,SL,Link,M
1784,2014,BMS,STD,14-MAU-053,"Characterising ribosomal RNA gene activation, a novel Achilles heel of cancer",AI,Sebastian,S,Schmeier,M
2517,2016,ESA,STD,16-NIW-027,Active submarine landslides ride on gas pockets,AI,Sebastian,S,Krastel,M
2592,2016,MIS,FS,16-UOA-084,Dependence Logic and Its Applications,AI,Sebastian,SL,Link,M
2865,2017,ESA,STD,17-MAU-007,Water in spinel: a robust hygrometer for the Earth and Planetary Sciences,AI,Sebastien,S,Jégo,M
2855,2017,EIS,FS,17-MAU-135,Optical Nano-Machines to Study Single-Molecules,AI,Seiji,S,Aoyagi,M
1106,2011,HUM,STD,11-VUW-002,Dalits in the history of Partition in eastern India,PI,Sekhar,S,Bandyopadhyay,M
479,2009,ESA,FS,09-GNS-011,Blobs or slabs: how does the mantle lithosphere shorten during continental collision?,AI,Sergei,SG,Lebedev,M
2218,2015,ESA,STD,15-GNS-026,Can slow subduction zone deformation rapidly increase stress on nearby faults?,AI,Sergei,SG,Lebedev,M
2797,2017,EHB,STD,17-UOA-010,Land and Agriculture in Ancient Samoa: Uncovering the Origins of the Polynesian Chiefdoms,AI,Seth,SJ,Quintus,M
449,2009,ESA,STD,09-MAU-111,Exploding the pyroclastic-flow enigma with life-scalable experiments,PI,Shane,SJ,Cronin,M
873,2010,PCB,STD,10-MAU-001,Creating nothing out of something: A route to ultraporous metal-organic frameworks,PI,Shane,SG,Telfer,M
2018,2014,PCB,STD,14-MAU-024,Complex multicomponent metal-organic frameworks,PI,Shane,SG,Telfer,M
2228,2015,ESA,STD,15-MAU-085,Super-volcanic flows: are they just all hot air?,PI,Shane,SJ,Cronin,M
2475,2016,EHB,FS,16-UOA-119,Implicit Language Aptitude: How to Learn a Second Language Unconsciously,PI,Shaofeng,S,Li,M
3070,2017,SOC,FS,17-MAU-064,Multiple coincidences: Cuban medical cooperation in the Pacific,PI,Sharon,SJ,McLennan,F
185,2008,MIS,STD,08-IRL-001,What are the correct boundary conditions for fluid dynamics?,PI,Shaun,SC,Hendy,M
1817,2014,CMP,STD,14-UOA-146,"RHS-repeat-containing proteins, a new paradigm for targeted protein delivery",PI,Shaun,JS,Lott,M
2550,2016,ESA,FS,16-VUW-171,Establishing natural baselines of glacier variability in a warm world,PI,Shaun,SR,Eaves,M
